epoch,loss,accuracy,val_loss,val_accuracy
1,0.4012655019760132,0.8350110054016113,0.3961237668991089,0.8450495004653931
2,0.31486597657203674,0.8721122145652771,0.2965336740016937,0.8878988027572632
3,0.2869921922683716,0.8864961266517639,0.4232848584651947,0.8531903028488159
4,0.26692113280296326,0.8943344354629517,0.34685689210891724,0.8764576315879822
5,0.2510530948638916,0.9002200365066528,0.30828002095222473,0.8885588645935059
6,0.23593991994857788,0.9073982238769531,0.2416682243347168,0.9031903147697449
7,0.22309477627277374,0.9126512408256531,0.26417386531829834,0.895874559879303
8,0.2087661474943161,0.9186193346977234,0.21130435168743134,0.9191418886184692
9,0.2012910693883896,0.9204620718955994,0.18061494827270508,0.9265126585960388
10,0.1921740174293518,0.9260175824165344,0.2161838561296463,0.9132563471794128
11,0.18881811201572418,0.9262651205062866,0.2090400606393814,0.9167217016220093
12,0.17994026839733124,0.9298129677772522,0.18179242312908173,0.9300879836082458
13,0.17293334007263184,0.9321507215499878,0.2369842678308487,0.9140813946723938
14,0.16772466897964478,0.9353960156440735,0.21302221715450287,0.9166116714477539
15,0.16670125722885132,0.935753583908081,0.2101791799068451,0.919966995716095
16,0.1588306874036789,0.9384488463401794,0.1625293493270874,0.933388352394104
17,0.15476936101913452,0.9414191246032715,0.21226009726524353,0.9286578893661499
18,0.15118199586868286,0.9424367547035217,0.15974807739257812,0.9413641095161438
19,0.14930348098278046,0.943591833114624,0.18963894248008728,0.9299229979515076
20,0.14359596371650696,0.9459295868873596,0.1589532494544983,0.9396589398384094
21,0.14020173251628876,0.9458745718002319,0.16402404010295868,0.9396039843559265
22,0.13824725151062012,0.9477172493934631,0.1710003763437271,0.9398790001869202
23,0.13990716636180878,0.9471397399902344,0.17740535736083984,0.9325082302093506
24,0.1301185041666031,0.9510176181793213,0.16268272697925568,0.937953770160675
25,0.1337169110774994,0.9494224190711975,0.16341832280158997,0.9377337694168091
