epoch,loss,accuracy,val_loss,val_accuracy
1,0.31618770956993103,0.8682064414024353,0.22037091851234436,0.9170252084732056
2,0.16754789650440216,0.9341386556625366,0.20493672788143158,0.9190109372138977
3,0.11843989789485931,0.9553438425064087,0.1278407722711563,0.9522008299827576
4,0.09013400971889496,0.9657691121101379,0.10098801553249359,0.9657699465751648
5,0.07450088113546371,0.9724356532096863,0.07535485178232193,0.9716798067092896
6,0.05918695032596588,0.9772582054138184,0.06346587091684341,0.9757458567619324
7,0.05080689117312431,0.9809697270393372,0.07433750480413437,0.9740437865257263
8,0.04315599426627159,0.9828372597694397,0.0620330385863781,0.9782043695449829
9,0.03778962790966034,0.9852012991905212,0.07285430282354355,0.9769750833511353
10,0.03684733808040619,0.9862651228904724,0.055053357034921646,0.9808046817779541
11,0.03257986158132553,0.9877780675888062,0.057917144149541855,0.9798591136932373
12,0.03348637372255325,0.987801730632782,0.06399765610694885,0.9805682897567749
13,0.03084617108106613,0.9887472987174988,0.05156918242573738,0.9812301993370056
14,0.0308208167552948,0.9879908561706543,0.052591849118471146,0.9823648929595947
15,0.02703928016126156,0.9895274639129639,0.047122906893491745,0.9842087626457214
16,0.026705915108323097,0.9904257655143738,0.05205000564455986,0.9829795360565186
17,0.027355540543794632,0.9904730319976807,0.058084726333618164,0.9819393754005432
18,0.02621334232389927,0.9904730319976807,0.046480242162942886,0.9839251041412354
19,0.024219254031777382,0.9911586046218872,0.05350144952535629,0.982554018497467
20,0.02331625297665596,0.9916077852249146,0.04308633878827095,0.9864308834075928
21,0.024503886699676514,0.9911586046218872,0.049765218049287796,0.9834050536155701
22,0.023922424763441086,0.9914422631263733,0.04783390089869499,0.9840196967124939
23,0.022814344614744186,0.9919387102127075,0.051961205899715424,0.9830740690231323
24,0.02273845672607422,0.9915604591369629,0.04628615453839302,0.9853434562683105
25,0.020413076505064964,0.9921042323112488,0.05511803925037384,0.9845397472381592
