epoch,loss,accuracy,val_loss,val_accuracy
1,0.4272652566432953,0.8261275887489319,0.47153282165527344,0.7811881303787231
2,0.301461398601532,0.8830583095550537,0.3251241147518158,0.8785478472709656
3,0.260722815990448,0.8970847129821777,0.24776363372802734,0.9026952981948853
4,0.24246762692928314,0.9072057008743286,0.2232896089553833,0.9200770258903503
5,0.21879248321056366,0.916914165019989,0.21316342055797577,0.9190319180488586
6,0.19597971439361572,0.9262101054191589,0.2170417755842209,0.918756902217865
7,0.1830381155014038,0.9326457381248474,0.20903582870960236,0.9218921661376953
8,0.16426847875118256,0.9374587535858154,0.1890709102153778,0.932013213634491
9,0.1520252823829651,0.941226601600647,0.13936133682727814,0.948019802570343
10,0.14089305698871613,0.9474972486495972,0.1531423181295395,0.944664478302002
11,0.12912848591804504,0.951677680015564,0.14176924526691437,0.9438393712043762
12,0.12394039332866669,0.9543729424476624,0.17892751097679138,0.9337183833122253
13,0.11459562182426453,0.9571506977081299,0.16148728132247925,0.9492849111557007
14,0.10953879356384277,0.9587458968162537,0.1460670679807663,0.9463696479797363
15,0.10591282695531845,0.9601485133171082,0.13608257472515106,0.9513751268386841
16,0.10523377358913422,0.960671067237854,0.11795620620250702,0.9548404812812805
17,0.0992702916264534,0.9627337455749512,0.1173020526766777,0.9584158658981323
18,0.09526408463716507,0.9642464518547058,0.12371829897165298,0.9531903266906738
19,0.09850478917360306,0.9631463289260864,0.10559656471014023,0.9627062678337097
20,0.09088645875453949,0.9661716222763062,0.1388241946697235,0.9502200484275818
21,0.09108079969882965,0.9667216539382935,0.11527322232723236,0.9591858983039856
22,0.0899360403418541,0.9671891927719116,0.1036025881767273,0.9610010981559753
23,0.0880427286028862,0.9673267602920532,0.09647436439990997,0.9632013440132141
24,0.08398351073265076,0.9682618379592896,0.11361949145793915,0.9572607278823853
25,0.08419483155012131,0.9691694378852844,0.12491200119256973,0.958690881729126
