epoch,loss,accuracy,val_loss,val_accuracy
1,0.41856586933135986,0.8280252814292908,0.3676592707633972,0.8599559664726257
2,0.3217947781085968,0.8717821836471558,0.36626771092414856,0.8431793451309204
3,0.28865087032318115,0.8857260942459106,0.30502596497535706,0.8772277235984802
4,0.26636746525764465,0.8949120044708252,0.2912507951259613,0.8942244052886963
5,0.2479032576084137,0.9036028385162354,0.2627387046813965,0.8949394822120667
6,0.23723627626895905,0.9061605930328369,0.2743818461894989,0.8964246511459351
7,0.22508060932159424,0.9124862551689148,0.27131763100624084,0.9065456390380859
8,0.2135072648525238,0.9159516096115112,0.21417854726314545,0.9210671186447144
9,0.20399317145347595,0.9207921028137207,0.2099073827266693,0.9175467491149902
10,0.19624489545822144,0.9235973358154297,0.24230320751667023,0.9074257612228394
11,0.18419083952903748,0.9298679828643799,0.28427258133888245,0.9104510545730591
12,0.1812269687652588,0.93239825963974,0.22187338769435883,0.9155115485191345
13,0.17185868322849274,0.934213399887085,0.21195736527442932,0.9180967807769775
14,0.1691792905330658,0.9354785680770874,0.22218327224254608,0.9076457619667053
15,0.1678166687488556,0.9370186924934387,0.17208939790725708,0.9354785680770874
16,0.16423200070858002,0.9375137686729431,0.18514196574687958,0.9301980137825012
17,0.1601661890745163,0.9400439858436584,0.2349279522895813,0.9122662544250488
18,0.15201318264007568,0.9410340785980225,0.20628175139427185,0.9298679828643799
19,0.15035325288772583,0.9434818625450134,0.15331467986106873,0.9423542618751526
20,0.14605356752872467,0.9455720782279968,0.16559633612632751,0.9385038614273071
21,0.14768481254577637,0.9449120163917542,0.23107966780662537,0.9256875514984131
22,0.14544391632080078,0.9453520178794861,0.16215623915195465,0.9378988146781921
23,0.13945025205612183,0.9481298327445984,0.166360005736351,0.9387238621711731
24,0.13709188997745514,0.9488173723220825,0.14855575561523438,0.9462046027183533
25,0.1346866637468338,0.9491474032402039,0.1448289155960083,0.9484598636627197
