epoch,loss,accuracy,val_loss,val_accuracy
1,0.41898825764656067,0.8317656517028809,0.3464416563510895,0.8721122145652771
2,0.3022698163986206,0.8814906477928162,0.3119116425514221,0.8875687718391418
3,0.2652703523635864,0.8976622819900513,0.26932987570762634,0.9011551141738892
4,0.2346622198820114,0.9086633920669556,0.242773175239563,0.9101210236549377
5,0.21493496000766754,0.9155665636062622,0.2164933979511261,0.9133113026618958
6,0.18836425244808197,0.9277777671813965,0.19126485288143158,0.9247524738311768
7,0.17011132836341858,0.934763491153717,0.1718960702419281,0.934983491897583
8,0.15519492328166962,0.9393839240074158,0.16168123483657837,0.9370186924934387
9,0.1467457264661789,0.9433993697166443,0.1529710590839386,0.9397139549255371
10,0.13245733082294464,0.9485423564910889,0.1413983702659607,0.9436743855476379
11,0.1272115856409073,0.9513751268386841,0.13336771726608276,0.9503850340843201
12,0.11862309277057648,0.9559956192970276,0.1457463502883911,0.9540703892707825
13,0.11240538954734802,0.9565731287002563,0.155941903591156,0.9438393712043762
14,0.10924676060676575,0.9582508206367493,0.13634078204631805,0.9522552490234375
15,0.10425196588039398,0.960066020488739,0.129538893699646,0.9518702030181885
16,0.09932608157396317,0.9625412821769714,0.1281229555606842,0.9437294006347656
17,0.0985158383846283,0.9623212218284607,0.098696768283844,0.9616061449050903
18,0.09441747516393661,0.9642464518547058,0.104533351957798,0.9601210355758667
19,0.09064158797264099,0.965099036693573,0.10837142169475555,0.9575357437133789
20,0.09081361442804337,0.9664191603660583,0.11144180595874786,0.9627062678337097
21,0.08663622289896011,0.9671891927719116,0.11304765194654465,0.9587458968162537
22,0.08618049323558807,0.9680417776107788,0.1017112135887146,0.9646864533424377
23,0.08491679280996323,0.9682068228721619,0.09017770737409592,0.9667216539382935
24,0.08327864855527878,0.9690319299697876,0.10284186154603958,0.9597359895706177
25,0.08227477967739105,0.969664454460144,0.09869945794343948,0.9677667617797852
