epoch,loss,accuracy,val_loss,val_accuracy
1,0.41779854893684387,0.8286303877830505,0.38764265179634094,0.8593509197235107
2,0.3028643727302551,0.8816006779670715,0.29666370153427124,0.8887238502502441
3,0.2675676941871643,0.8969196677207947,0.2668694853782654,0.9036303758621216
4,0.23626957833766937,0.9090209007263184,0.24853625893592834,0.9023652076721191
5,0.2065812349319458,0.9188944101333618,0.2127840220928192,0.9154015183448792
6,0.18026790022850037,0.9295654296875,0.1948114037513733,0.9255225658416748
7,0.1633913367986679,0.9355610609054565,0.1859249770641327,0.9327282905578613
8,0.1477031260728836,0.9428768157958984,0.16121633350849152,0.9405940771102905
9,0.14118707180023193,0.945049524307251,0.13222470879554749,0.9507150650024414
10,0.12969140708446503,0.9498900175094604,0.15982864797115326,0.9388338923454285
11,0.12269333750009537,0.9512926340103149,0.14715111255645752,0.9515401721000671
12,0.12055065482854843,0.953437864780426,0.15154807269573212,0.9434543251991272
13,0.1171235516667366,0.9547029733657837,0.10716290771961212,0.9574257135391235
14,0.11119005084037781,0.9579207897186279,0.12615011632442474,0.9562156200408936
15,0.11023373156785965,0.9579758048057556,0.13115832209587097,0.9509350657463074
16,0.10445388406515121,0.9597634673118591,0.1614532470703125,0.9453795552253723
17,0.10183766484260559,0.9599835276603699,0.12284840643405914,0.9515401721000671
18,0.09562818706035614,0.9632288217544556,0.12438219785690308,0.9589658975601196
19,0.09287051856517792,0.9643839597702026,0.12767963111400604,0.9511001110076904
20,0.09182080626487732,0.9659790992736816,0.12833042442798615,0.959295928478241
21,0.08979525417089462,0.9663641452789307,0.10726626217365265,0.9573157429695129
22,0.08897345513105392,0.9667766690254211,0.1237008199095726,0.9529703259468079
23,0.08506537973880768,0.9672717452049255,0.09325334429740906,0.9646314382553101
24,0.0843443050980568,0.9682068228721619,0.09880976378917694,0.9660065770149231
25,0.08626572042703629,0.9685643315315247,0.10534628480672836,0.9625962376594543
