epoch,loss,accuracy,val_loss,val_accuracy
1,0.29358190298080444,0.8806203007698059,0.2752396762371063,0.888983428478241
2,0.19278903305530548,0.9262918829917908,0.2044297158718109,0.9338061213493347
3,0.1582093983888626,0.940121054649353,0.1583258956670761,0.9397163391113281
4,0.1407397985458374,0.9490804076194763,0.11956600844860077,0.956926703453064
5,0.12666749954223633,0.9536428451538086,0.12960971891880035,0.9488416314125061
6,0.11829116195440292,0.9562432169914246,0.11490333825349808,0.9576832056045532
7,0.10691234469413757,0.961940348148346,0.12821505963802338,0.9551773071289062
8,0.09935379773378372,0.9638078808784485,0.1083982065320015,0.9598108530044556
9,0.09394953399896622,0.9658408761024475,0.11153929680585861,0.9590070843696594
10,0.08904129266738892,0.9670937657356262,0.09586114436388016,0.9664302468299866
11,0.08284418284893036,0.9687249064445496,0.08482761681079865,0.9676122665405273
12,0.07862139493227005,0.9704741835594177,0.10039281845092773,0.9638298153877258
13,0.07414096593856812,0.9721762537956238,0.10974948853254318,0.9630733132362366
14,0.07029174268245697,0.9735473394393921,0.08478689193725586,0.9692198634147644
15,0.06842919439077377,0.9746347665786743,0.08628751337528229,0.9691252708435059
16,0.06513957679271698,0.9754385352134705,0.11620043218135834,0.9636406898498535
17,0.06305282562971115,0.9753676056861877,0.094366155564785,0.9653900861740112
18,0.06159871816635132,0.9768805503845215,0.08890004456043243,0.9672340154647827
19,0.0599684864282608,0.9773769378662109,0.08407771587371826,0.970685601234436
20,0.05583164468407631,0.9788662195205688,0.0913943201303482,0.9681323766708374
21,0.0536922961473465,0.9792681336402893,0.0981057658791542,0.9673758745193481
22,0.053085435181856155,0.9800955057144165,0.10318250954151154,0.9652482271194458
23,0.05218012258410454,0.9796463251113892,0.10630661994218826,0.9640189409255981
24,0.05008900910615921,0.9812065362930298,0.0902659147977829,0.971016526222229
25,0.04961372911930084,0.980851948261261,0.09628424793481827,0.9708274006843567
