epoch,loss,accuracy,val_loss,val_accuracy
1,0.29690584540367126,0.8788444995880127,0.32551175355911255,0.8796274662017822
2,0.19626930356025696,0.9244698882102966,0.19654524326324463,0.928797721862793
3,0.16602197289466858,0.9380393028259277,0.22135058045387268,0.910500705242157
4,0.1473449468612671,0.9467388391494751,0.17803552746772766,0.9363150596618652
5,0.13317863643169403,0.951324999332428,0.13098099827766418,0.9536192417144775
6,0.12245194613933563,0.9551074504852295,0.12304987758398056,0.9537610411643982
7,0.11398981511592865,0.9593390226364136,0.11818572878837585,0.9594818353652954
8,0.10582472383975983,0.9627668261528015,0.10862960666418076,0.959009051322937
9,0.09832701832056046,0.9641852378845215,0.128011554479599,0.9550375938415527
10,0.09174010902643204,0.9670457243919373,0.12227801233530045,0.9543284177780151
11,0.08732759952545166,0.9683458805084229,0.10566962510347366,0.9616566300392151
12,0.0826173648238182,0.9704498648643494,0.09808801859617233,0.9625076651573181
13,0.07860706746578217,0.9714664220809937,0.1042872816324234,0.9634532928466797
14,0.07374360412359238,0.9735230803489685,0.0982973724603653,0.966857373714447
15,0.07181397825479507,0.9732866883277893,0.13795366883277893,0.9529100060462952
16,0.06964941322803497,0.9755797982215881,0.07782982289791107,0.9714906811714172
17,0.06704869866371155,0.9759107232093811,0.08313294500112534,0.9699777960777283
18,0.06359181553125381,0.9768563508987427,0.09018807858228683,0.9676138162612915
19,0.06345231831073761,0.9768326878547668,0.08267877250909805,0.9711597561836243
20,0.06035672128200531,0.9783456921577454,0.08872473239898682,0.9696940779685974
21,0.05845018848776817,0.9783456921577454,0.07628816366195679,0.9730982184410095
22,0.05845802649855614,0.9785584211349487,0.08781680464744568,0.9717743992805481
23,0.05646234750747681,0.9795513153076172,0.09269963949918747,0.9707342386245728
24,0.05641018599271774,0.9793621897697449,0.07693608850240707,0.9742329120635986
25,0.05494280904531479,0.9799531698226929,0.09124183654785156,0.9699777960777283
