epoch,loss,accuracy,val_loss,val_accuracy
1,0.3170381784439087,0.8689628839492798,0.27588480710983276,0.8916836380958557
2,0.16910184919834137,0.9363608360290527,0.13355669379234314,0.9496477842330933
3,0.11896895617246628,0.9558166265487671,0.10826771706342697,0.9616093635559082
4,0.09242468327283859,0.9654854536056519,0.09270566701889038,0.9652971625328064
5,0.07345195859670639,0.9731212258338928,0.08208072930574417,0.9691267609596252
6,0.06261561810970306,0.9766908288002014,0.08037282526493073,0.9718689322471619
7,0.052278485149145126,0.9803550839424133,0.1088988408446312,0.9658172130584717
8,0.04559718072414398,0.9835464954376221,0.07857206463813782,0.9733346104621887
9,0.04136449471116066,0.9843502640724182,0.06662638485431671,0.9778733849525452
10,0.03695589303970337,0.9859341382980347,0.08190140873193741,0.9742801785469055
11,0.034361086785793304,0.9874470829963684,0.06746018677949905,0.978488028049469
12,0.03268690034747124,0.987801730632782,0.06218181177973747,0.978488028049469
13,0.030619023367762566,0.9883454442024231,0.061446718871593475,0.9795281291007996
14,0.030472002923488617,0.98891282081604,0.06490791589021683,0.9797172546386719
15,0.02660469338297844,0.9903784990310669,0.06346983462572098,0.9806155562400818
16,0.027930349111557007,0.9902129769325256,0.06713312864303589,0.9789608120918274
17,0.024437319487333298,0.9913713335990906,0.05976947024464607,0.979669988155365
18,0.024275993928313255,0.9910876750946045,0.05712604522705078,0.9815611839294434
19,0.02636958472430706,0.9907094240188599,0.06977491080760956,0.9790553450584412
20,0.024811342358589172,0.9910640120506287,0.06105807423591614,0.980521023273468
21,0.024925801903009415,0.9908985495567322,0.05528777465224266,0.9832159280776978
22,0.025659848004579544,0.9908985495567322,0.05953122302889824,0.9795281291007996
23,0.0216151624917984,0.9924115538597107,0.04181424900889397,0.9864308834075928
24,0.02313048578798771,0.9920096397399902,0.055209167301654816,0.9841614961624146
25,0.02255839854478836,0.9919151067733765,0.054351963102817535,0.9840196967124939
