epoch,loss,accuracy,val_loss,val_accuracy
1,0.4152600169181824,0.8289328813552856,0.3602310121059418,0.8584708571434021
2,0.32278504967689514,0.8708745837211609,0.34545183181762695,0.8671067357063293
3,0.28999367356300354,0.881848156452179,0.3197725713253021,0.8617711663246155
4,0.2648451626300812,0.894884467124939,0.26270198822021484,0.8911440968513489
5,0.24444140493869781,0.903272807598114,0.2581389248371124,0.9005500674247742
6,0.23207387328147888,0.9103410243988037,0.26486167311668396,0.8975247740745544
7,0.2152346968650818,0.9155115485191345,0.24604009091854095,0.8999999761581421
8,0.20728836953639984,0.921727180480957,0.2129584103822708,0.921177089214325
9,0.2004736065864563,0.9241198897361755,0.2529459297657013,0.8999999761581421
10,0.19282351434230804,0.9266226887702942,0.22746066749095917,0.9119911789894104
11,0.18548333644866943,0.9301155209541321,0.20832474529743195,0.9289329051971436
12,0.17969484627246857,0.9321781992912292,0.203041210770607,0.9279978275299072
13,0.1727612465620041,0.935753583908081,0.22492296993732452,0.9232123494148254
14,0.1703331470489502,0.936358630657196,0.21615108847618103,0.917381763458252
15,0.1640477329492569,0.9396039843559265,0.17802074551582336,0.932618260383606
16,0.16353164613246918,0.9391089081764221,0.18297600746154785,0.9383938312530518
17,0.15690036118030548,0.940401554107666,0.17743773758411407,0.9315731525421143
18,0.15085722506046295,0.9445269703865051,0.18601185083389282,0.9343234300613403
19,0.1496860831975937,0.9445269703865051,0.23195430636405945,0.9164466261863708
20,0.14398470520973206,0.947029709815979,0.16563870012760162,0.9431242942810059
21,0.14559213817119598,0.9462321400642395,0.17555366456508636,0.9317381978034973
22,0.14555864036083221,0.9457095861434937,0.15524862706661224,0.9410890936851501
23,0.14002791047096252,0.9474697709083557,0.17457787692546844,0.9341034293174744
24,0.14067807793617249,0.9481848478317261,0.20440441370010376,0.9296479821205139
25,0.13796810805797577,0.9494224190711975,0.14407874643802643,0.948624849319458
